"Problem","Severity","File","Line","Column","Rule","Description","URL","Category","Engine"
"955","1","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_exuserGetAccid.cls","744","17","PropertyNamingConventions","The instance property name 'PreferredMethodofContact' doesn't match '[a-z][a-zA-Z0-9]*'","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_codestyle.html#propertynamingconventions","Code Style","pmd"
"956","1","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_exuserGetAccid.cls","744","17","VariableNamingConventions","Variables should start with a lowercase character, 'PreferredMethodofContact' starts with uppercase character.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_codestyle.html#variablenamingconventions","Code Style","pmd"
"957","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_exuserGetAccid.cls","746","17","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"958","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_exuserGetAccid.cls","748","17","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"959","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_exuserGetAccid.cls","750","17","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"960","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_exuserGetAccid.cls","752","17","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"961","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_exuserGetAccid.cls","754","17","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"962","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_exuserGetAccid.cls","756","17","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"963","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_exuserGetAccid.cls","758","17","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"964","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_getLead.cls","9","30","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"965","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_getLead.cls","9","30","StdCyclomaticComplexity","The class 'BI_PSPB_getLead' has a Standard Cyclomatic Complexity of 6 (Highest = 10).","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"966","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_getLead.cls","9","30","CognitiveComplexity","The class 'BI_PSPB_getLead' has a total cognitive complexity of 81 (highest 18), current threshold is 50","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"967","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_getLead.cls","9","30","CyclomaticComplexity","The class 'BI_PSPB_getLead' has a total cyclomatic complexity of 102 (highest 16).","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"968","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_getLead.cls","9","30","ExcessivePublicCount","This class has a bunch of public methods and attributes","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#excessivepubliccount","Design","pmd"
"969","1","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_getLead.cls","16","24","VariableNamingConventions","Only variables that are final should contain underscores (except for underscores in standard prefix/suffix), 'BI_PSPB_Physician' is not final.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_codestyle.html#variablenamingconventions","Code Style","pmd"
"970","1","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_getLead.cls","16","24","FieldNamingConventions","The static field name 'BI_PSPB_Physician' doesn't match '[a-z][a-zA-Z0-9]*'","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"971","1","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_getLead.cls","16","24","VariableNamingConventions","Variables should start with a lowercase character, 'BI_PSPB_Physician' starts with uppercase character.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_codestyle.html#variablenamingconventions","Code Style","pmd"
"972","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_getLead.cls","32","13","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"973","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_getLead.cls","90","17","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"974","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_getLead.cls","140","11","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"975","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_getLead.cls","179","11","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"976","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_getLead.cls","210","21","ApexDoc","Missing or mismatched ApexDoc @param","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"977","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_getLead.cls","210","21","StdCyclomaticComplexity","The method 'updateLead' has a Standard Cyclomatic Complexity of 10.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"978","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_getLead.cls","210","21","NcssMethodCount","The method 'updateLead()' has an NCSS line count of 45","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#ncssmethodcount","Design","pmd"
"979","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_getLead.cls","210","21","CognitiveComplexity","The method 'updateLead(String, String)' has a cognitive complexity of 18, current threshold is 15","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"980","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_getLead.cls","210","21","CyclomaticComplexity","The method 'updateLead(String, String)' has a cyclomatic complexity of 15.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"981","1","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_getLead.cls","212","10","FormalParameterNamingConventions","The method parameter name 'PreferredMethodofCommunication' doesn't match '[a-z][a-zA-Z0-9]*'","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_codestyle.html#formalparameternamingconventions","Code Style","pmd"
"982","1","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_getLead.cls","212","10","VariableNamingConventions","Variables should start with a lowercase character, 'PreferredMethodofCommunication' starts with uppercase character.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_codestyle.html#variablenamingconventions","Code Style","pmd"
"983","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_getLead.cls","226","54","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"984","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_getLead.cls","315","21","CyclomaticComplexity","The method 'insertupdateLeadConsent(String, String)' has a cyclomatic complexity of 10.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"985","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_getLead.cls","366","21","ApexDoc","Missing or mismatched ApexDoc @param","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"986","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_getLead.cls","366","21","NcssMethodCount","The method 'updateLeadRecord()' has an NCSS line count of 40","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#ncssmethodcount","Design","pmd"
"987","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_getLead.cls","366","21","CognitiveComplexity","The method 'updateLeadRecord(BI_PSPB_getLead.LeadWrapper)' has a cognitive complexity of 17, current threshold is 15","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
